authors,isbn13,title
['Stephen Rabley'],9780582402973,April In Moscow (penguin Readers: Easystarts) (penguin Joint Venture Readers)
['Various'],9780140445787,"The Penguin Book Of Victorian Verse (classic, 20th-century, Penguin)"
['Steinbeck-john'],9781405865265," East Of Eden  : Level 6, Rla (penguin Longman Penguin Readers)"
['John Tranter'],9780140586497,The Penguin Book Of Modern Australian Poetry (a Penguin Original)
['James Dyer'],9780140463514,The Penguin Guide To Prehistoric England And Wales (penguin Handbooks)
['George Walter'],9780141181905,The Penguin Book Of First World War Poetry (penguin Classics)
"['Morris P. Fiorina', 'Paul E. Peterson', 'D. Stephen Voss', 'Bertra']",2900321355231,America's New Democracy (Penguin Academic Series) (3rd Edition) (Penguin Academics)
['Mary Elizabeth Braddon'],9780141198842,Penguin English Library Lady Audley's Secret (the Penguin English Library)
['H G Wells'],9780141389516,Penguin English Library The Invisible Man (the Penguin English Library)
['Christopher Marlowe'],9781405867757,"Doctor Faustus, Level 4, Penguin Readers (penguin Readers: Level 4)"
['Jane Austen'],9780141199078,Penguin English Library Pride And Prejudice (the Penguin English Library)
['G.illian Porter Ladousse'],9780582468900,Penguin Quick Guides: Really Useful English Verbs (penguin Quick Guides)
['Jane Austen'],9781405882033,"Sense And Sensibility  : Level 3, Rla (penguin Longman Penguin Readers)"
['Lloyd Spencer Davis'],9780152000707,Penguin: A Season In The Life Of The Adélie Penguin
['Stephen Coote'],9780140125313,The Penguin Short History Of English Literature (penguin Literary Criticism)
['Alan Robertson Gemmell'],9780140461961,The Penguin Book Of Basic Gardening (penguin Handbooks ; Ph 196)
"['James R. Jump', 'Manuel Criado De Val']",9780140512984,"Spanish Dictionary, The Penguin: Revised Edition (dictionary, Penguin) (spanish Edition)"
['Perkin'],9780140176445,New Penguin Bk Guardian Cross 3 (penguin Crosswords) (bk. 3)
['Ute Hitchin'],9780140026979,"The Penguin German Phrase Book (phrase Book, Penguin) (german Edition)"
['Peter Watcyn-jones'],9780582451421,Puzzle Time: Penguin Reader Level 4& 5 3 (penguin English)
['Elisabeth Laird'],9780582427228,"Storm, The, Level 2, Penguin Readers (penguin Readers, Level 2)"
['Rosemary Hemphill'],9780140461268,The Penguin Book Of Herbs And Spices (a Penguin Handbook)
['Perkin'],9780140248104,New Penguin Bk Guardian Cross 8 (penguin Crosswords) (bk. 8)
,9780140047554,The Third Penguin Book Of Sunday Times Crosswords (penguin Crosswords)
"['Clive H. Church', 'David Phinnemore']",9780140289732,The Penguin Guide To The European Treaties (penguin Reference Books)
"['Edward Greenfield', 'Ivan March', 'Robert Layton', 'Kathleen March']",9780140469578,"Opera On Compact Discs, The Penguin Guide To (penguin Handbooks)"
['Stephen Rabley'],9780582402874,The Troy Stone (penguin Readers: Easystarts) (penguin Joint Venture Readers)
['Nick Hornby'],9780582779600,Penguin Readers Level 4: About A Boy: Book And Cassette Pack (penguin Readers) (penguin Joint Venture Readers)
['Lynne Doherty Herndon'],9780582779518,Penguin Young Readers Level 2: The Mummy Against The Elements (penguin Young Readers) (penguin Joint Venture Readers)
"['Conrad, Joseph']",9781405882453,"' Heart of Darkness ' : Level 5, RLA"
,9781405862448,"' The Go-Between ' : Level 4, RLA"
"['Carroll, Lewis']",9781405855358,"' Alice in Wonderland ' : Level 2, RLA"
,9781405865135,"' King Solomon's Mines ' : Level 4, RLA"
"['Chaucer, Geoffrey']",9781405862325,"' The Canterbury Tales ' : Level 3, RLA"
['Margaret Drabble'],9780241979174,The Millstone (penguin Essentials)
['Lewis Grassic Gibbon'],9780141188409,Sunset Song (penguin Classics)
['Isaiah Berlin'],9780140136258,Russian Thinkers (penguin Philosophy)
['Laura K. Murray'],9781628321647,Penguin (grow With Me)
['Pam Gems'],9780140482034,Three Plays (penguin Plays)
['Dk Publishing'],9780756629281,Brave Penguin (kids Play)
['Juvenal'],9780140447040,Sixteen Satires (penguin Classics)
['Jon Rowland'],9780140522945,Community Decay (penguin Specials)
['Thomas Boyle'],9780140127065,"Brooklyn Three (crime, Penguin)"
['Tiruvalluvar (author); P.s. Sundaram (translated And With An Introduction By)'],9780140445831,The Kural (penguin Classics)
['Émile Zola'],9780140449440,Therese Raquin (penguin Classics)
['Wilkie Collins'],9780140433975,No Name (penguin Classics)
['John Ashbery'],9780140587029,"Three Books (poets, Penguin)"
['Isaiah Berlin'],9780141442204,Russian Thinkers (penguin Classics)
['Bernard Shaw'],9780812419214,Saint Joan (penguin Classics)
['Jose Rizal'],9780143106395,El Filibusterismo (penguin Classics)
,9780756990398,Jane Eyre (penguin Classics)
['Mark Tully'],9780146001222,Beyond Purdah (Penguin 60s)
['Henry James'],9780140436945,Selected Tales (penguin Classics)
['Arnold Bennett'],9780141183084,Clayhanger (Penguin Modern Classics)
['John Aubrey'],9780140435894,Brief Lives (penguin Classics)
"['Barker, Paul , 1935- (comp.)']",9780140803273,Sociological Portrait (penguin Education)
['Allen Robert'],9780141034225,Penguin Pocket English Dictionary
['Charles Dickens'],9780140860658,Martin Chuzzlewit (penguin Classics)
['Elizabeth Gaskell'],9780140620597,Cranford (penguin Popular Classics)
['David Lodge'],9780140133967,Nice Work (king Penguin)
"['Sullivan', 'Jack']",9780140094916,Penguin Encyclopedia Of Horror
['John Dos Passos'],9780140024180,U.s.a (penguin Modern Classics)
['George Eliot'],9780140434804,Silas Marner (penguin Classics)
['Arthur Miller'],9780140481389,The Crucible (penguin Plays)
['R. C. Sherriff'],9780140481778,Journey's End (penguin Plays)
['Virginia Woolf'],9780241284643,Orlando (penguin Clothbound Classics)
['Joyce M. Gregg'],9780533125166,Adventures Of Pierre Penguin
['Lilli Gore'],9780140462487,Game Cooking (penguin Handbooks)
['Debora Greger'],9780143034216,Western Art (penguin Poets)
['Derek Mahon'],9780141182339,"Selected Poems (poets, Penguin)"
['Charles Dickens'],9780140434927,Little Dorrit (penguin Classics)
"['Fleming', 'John']",9781114577237,Penguin Dictionary Of Architecture
['Christopher Payne'],9781490425535,The North Pole Penguin
['Lisa St.Aubin De Teran'],9780140080483,The Tiger (King Penguin)
['Carol Muske-dukes'],9780143119647,Twin Cities (penguin Poets)
['Redmond Ohanlon'],9780140866674,Congo Journey (penguin Audiobooks)
"['Jill Norman', 'Ute Hitchin']",9780140099409,Penguin German Phrase Book
['Emile Durkheim'],9780140449679,On Suicide (penguin Classics)
['Maurice Hindle'],9780140772593,"Frankenstein (critical Studies, Penguin)"
['Anonymous'],9780141441511,The Bible (penguin Classics)
['H. D. F. Kitto'],9780140135213,The Greeks (penguin History)
['Edmund White'],9780965088022,Marcel Proust (penguin Lives)
['Lester Faigley'],9781486015528,The Little Penguin Handbook
['Niccolo Machiavelli'],9780140861099,The Prince (penguin Classics)
['Lester Faigley'],9780205648726,The Little Penguin Handbook
['Trans. And Ed. Jill Kraye'],9780140446524,Renaissance Philosophy (penguin Classics)
['Susan Curran'],9780713915822,The Penguin Computing Book
['Kirin Daugharty'],9781453895030,Penny And The Penguin
['Robert Shorrock'],9780141015552,The Penguin Latin Dictionary
['David Wharry'],9780140813470,Simply Shakespeare (penguin English)
"['Carolyn; Morris, Myron Smith']",9780899430409,Penguin Who Caught Cold
['Michael Rost'],9780140814019,Introducing Listening (Penguin English)
['Thomas Kokta'],9780981536866,Penguins 2010 Penguin Calendar
"['Michael Pennington', 'Terrence Hardiman', 'Wilkie Collins']",9780140860894,The Moonstone (Penguin audiobooks)
,9780140808650,Penguin elementary reading skills
['Anthony Trollope'],9780140438031,"The Warden (trollope, Penguin)"
['John Steinbeck'],9780141185125,Pearl (penguin Modern Classics)
['Elizabeth Gaskell'],9780140434224,Sylvia's Lovers (penguin Classics)
['Meister Eckhart'],9780140433432,Selected Writings (penguin Classics)
['Stephanie; Et Al Johnson'],9780140275025,Penguin 25 New Fiction
['Anthony Stevens'],9780140124941,On Jung (penguin Psychology)
['Richard Abshire'],9780140158366,"Turnaround Jack (crime, Penguin)"
['Machado De Assis'],9780140446128,Dom Casmurro (penguin Classics)
"['Lord George Gordon Byron', 'George Gordon']",9780140422160,Don Juan (penguin Classics)
['John Buchan'],9780141186962,Greenmantle (penguin Modern Classics)
['Graham Bannock'],9780140513769,Penguin Dictionary of Economics
['Victor Hugo'],9780140444308,Les Miserables (penguin Classics)
"['George Bernard Shaw', 'Dan H. Laurence', 'Margery Morgan', 'Elizabeth T. Forter']",9780140437904,Major Barbara (penguin Classics)
['David Crystal'],9780140135312,Linguistics (penguin Language & Linguistics)
['Anthony Burgess'],9780146002342,Childhood (penguin 60s S.)
['William Cobbett'],9780140435795,Penguin Classics Rural Rides
['Mary Spiller'],9780140463194,Growing Fruit (penguin Gardening)
['Holly Webb'],9781407121659,A Cat Called Penguin
['the Cartographic Department of the Clarendon Press; geographic editor  Peter Hall'],9780140510591,The Penguin world atlas
['George Bernard Shaw'],9780808576969,Saint Joan (penguin Plays)
['Charles Dickens'],9780140434897,Great Expectations (penguin Classics)
['Mary Batten'],9780448488417,Rattler (penguin Core Concepts)
['Jan Widmer'],9780141029795,The Penguin Careers Guide
['Wilkie Collins'],9780140430141,The Moonstone (penguin Classics)
['Ruben Dario'],9780143039365,Selected Writings (penguin Classics)
"['Peter Wingate', 'Richard Wingate']",9780140512205,The Penguin Medical Encyclopedia
"['Flemming', 'Paul', 'Blackman', 'John']",9780676523423,Parrot/penguin/duck/owl
['Kshitmohan M. Sen'],9780140136500,Hinduism (penguin Religion & Mythology)
"['France', 'Anatole']",9781604241495,Penguin Island - Anatole France
['Constantine P. Cavafy'],9780141185613,Selected Poems (penguin Classics)
['Anthony Trollope'],9780140438062,"Doctor Thorne (trollope, Penguin)"
['Simion Santi Walker'],9781604624762,Milburn The Macaroni Penguin
['Amy Gerstler'],9780143116356,Dearest Creature (penguin Poets)
['Bert Rinehart'],9781932420517,"Emperor Penguin, A Novel"
"['Nabokov', 'Vladimir']",9780141196961,Despair (penguin Modern Classics)
"['Mary Shelley', 'Richard Pasco']",9781615558049,Frankenstein (Penguin Classics Series)
['Nika Standen Hazelton'],9780140461282,Danish Cooking (penguin Handbooks)
['Aubrey Lang'],9781550416930,Baby Penguin (nature Babies)
['Gustave Flaubert'],9780140447972,Sentimental Education (penguin Classics)
['Mary Karr'],9780142000182,Viper Rum (penguin Poets)
['William Shakespeare'],9780141013039,Richard Iii (penguin Shakespeare)
['Eric Linklater'],9780143106661,Poet's Pub (penguin Classics)
['James Baldwin'],9780241337547,Dark Days (penguin Modern)
['Miguel Cervantes'],9780140449099,Don Quixote (Penguin Classics)
['Anatole France'],9780786116737,Penguin Island: Library Edition
['Michael Leunig'],9780140065916,The Second Penguin Leunig
['Frances Ellen Watkin Harper'],9780143106043,Iola Leroy (penguin Classics)
['Lees'],9780140239157,Camal Knowledge (penguin Politics)
['Luis Vaz De Camoes'],9780140440263,The Lusiads (penguin Classics)
['Susie Jenkin-Pearce'],9780091736514,Penguin (First picture books)
['Jean-paul Sartre'],9780141183466,Words (penguin Modern Classics)
['Mary Wollstonecraft Shelley'],9780140620306,Frankenstein (penguin Popular Classics)
['Kate Chopin'],9780142437025,At Fault (penguin Classics)
['Ambrose Heath'],9780140461497,Penguin Book of Sauces
['Henry James'],9780140435078,Italian Hours (penguin Classics)
['Marcus Aurelius'],9780672604027,Meditations (the Penguin Classics)
"['Elizabeth Kennan', 'Jill Ker Conway']",9780142000113,Overnight Float (penguin Mysteries)
['Dr Dave Jenkins Dmin'],9781482351682,"Charlie, The Flying Penguin"
['Dorothy Parker'],9780140044515,The Penguin Dorothy Parker
"['Moon', 'Jo']",9780230748675,Bath Buddies: Playful Penguin
['Ernest Poole'],9780143106449,The Harbor (penguin Classics)
['N/a'],9780582401839,Get Shorty (penguin Readers)
['Theodor Fontane'],9780140447668,Effi Briest (penguin Classics)
['Edith Wharton'],9780142437803,Ethan Frome (penguin Classics)
['Maclean/scott'],9780140510157,Penguin Dictionary Of Building
['Mcnaught'],9780140110333,Penguin History of Canada
['Harry Golombek'],9780140464122,Beginning Chess (penguin Handbooks)
['Henri Barbusse'],9780143039044,Under Fire (penguin Classics)
['Francis Bacon'],9780140432169,The Essays (penguin Classics)
['Giambattista Vico'],9780140435696,New Science (penguin Classics)
['Isidore Haiblum'],9780140051728,Interworld (penguin Science Fictions)
['Gareth Stedman Jones'],9780140153606,Outcast London (penguin History)
['Agamemnon Maverick'],9786137812716,Penguin Cafe Orchestra (album)
['Denis Diderot'],9780140443004,The Nun (penguin Classics)
['Anonymous'],9780140447705,Egil's Saga (penguin Classics)
['Zadie-smith'],9780141035024,White Teeth (penguin Celebrations)
['Wilkie Collins'],9780140434088,The Moonstone (penguin Classics)
['Honore De Balzac'],9780140446418,Cesar Birotteau (penguin Classics)
['Ellen Banda-aaku'],9780143527534,Patchwork (penguin African Writers)
['Graham Bannock'],9781417632954,Penguin Dictionary of Economics
"['G. N. Garmonsway', 'with  Jacqueline Simpson']",9780713901993,The Penguin English Dictionary
['Anne Waldman'],9780143132363,Trickster Feminism (penguin Poets)
['Milan Kundera'],9780140069860,Laughable Loves (king Penguin)
['Mervyn Peake'],9780140060133,Titus Groan (king Penguin)
['Theodore Dreiser'],9780140390759,Jennie Gerhardt (penguin Classics)
['Cecil Lewis'],9780143107347,Sagittarius Rising (penguin Classics)
['Eca De Queiros'],9780140446944,The Maias (Penguin Classics)
['Thomas Hardy'],9780140435580,A Laodicean (penguin Classics)
['Laura K. Murray'],9781608185634,Penguin (grow With Me)
['Donald R. Dudley'],9780140136845,Roman Society (penguin History)
['Patrick White'],9780143105671,The Vivisector (penguin Classics)
['Daphne Du Maurier'],9780241339206,The Breakthrough (penguin Modern)
['Cash'],9780140096873,Penguin Sun Crosswords 12
"['Carpenter, David (david A.)']",9780241953372,Magna Carta (penguin Classics)
"['Walter Scott', 'Andrew Hook']",9780140430714,Waverley (penguin English Library)
['Alfred Tennyson'],9780140424430,Selected Poems (penguin Classics)
['Charles Dickens'],9780141804484,Great Expectations (Penguin Classics)
['Charlotte BrontÃ«'],9780141805153,Jane Eyre (Penguin Classics)
['Fyodor Dostoyevsky'],9780140447927,The Idiot (penguin Classics)
['Laurence Gough'],9780140154887,"Hot Shots (crime, Penguin)"
['Joseph Conrad'],9780140431698,Lord Jim (penguin Classics)
['George Eliot'],9780140620764,Middlemarch (penguin Popular Classics)
['Dave Eggers'],9780241146491,The Circle (penguin Essentials)
['Dharamjit Singh'],9780140461411,Indian Cookery (penguin Handbooks)
['Edith Wharton'],9780140390582,Ethan Frome (penguin Classics)
['Kingsley Amis'],9780241956847,Penguin Essentials Lucky Jim
['Samuel Johnson'],9780140430332,Selected Writings (penguin Classics)
['Plato'],9780140446166,The Symposium (penguin Classics)
['E.B. Uvarov'],9780140512625,Penguin Dictionary of Science
['D H Lawrence'],9780140421446,Selected Poems (penguin Poets)
,9785550154120,Penguin Juvenile Prepak Assor
['Pearson Learning Solutions'],9780558746131,The Little Penguin Handbook
['Plato'],9780140455113,The Republic (penguin Classics)
['Ralph Waldo Emerson'],9780141042480,Nature (penguin Great Ideas)
['Rex Burns'],9780140133219,"Body Guard (crime, Penguin)"
['Plato'],9780140449273,The Symposium (penguin Classics)
['Cartography Penguin'],9780140289947,Penguin Road Map: Perth
"['Jill Jago', 'Jacque Evans']",9780140467246,Knitting Nostalgia (penguin Handbooks)
['Jonathan Swift'],9780140437348,Gulliver's Travels (penguin Classics)
['Joseph Conrad'],9780140620283,Nostromo (penguin Popular Classics)
['Charlotte Brontë'],9780140863925,The Professor (penguin Classics)
['Ted Hughes'],9780140864052,Crow (penguin/faber Audiobooks)
['Charles Dickens'],9780140434941,David Copperfield (penguin Classics)
['None'],9781603465847,Penguin Books Ltd Karna
['Vladimir Nabokov'],9780140085594,Pnin (Penguin Modern Classics)
,9780785330349,Baby Penguin (kids Connection)
['Anonymous'],9780140443196,The Psalms (penguin Classics)
['Elizabeth Gaskell'],9780141199429,Penguin English Library Cranford
['Lester Faigley'],9780205211340,The Little Penguin Handbook
['Homer'],9780140445923,The Iliad (penguin Classics)
['Derek Strange'],9780140814996,Penguin Readers Level 5
['Henry James'],9780141441368,Washington Square (penguin Classics)
['D. H. Lawrence'],9780141441658,Selected Stories (penguin Classics)
['Rosemary Horrox'],9780141978932,Richard Iii (penguin Monarchs)
['Et Al. Holden'],9780140251319,The Penguin opera guide
['John Clare'],9780140437249,Selected Poems (penguin Classics)
['Leslie Marmon Silko'],9780143129462,Ceremony: (penguin Orange Collection)
['Aristotle'],9780140444216,The Politics (penguin Classics)
['Thomas Middleton'],9780140432190,Five Plays (penguin Classics)
['Kenneth Grahame'],9780140068566,"Penguin Kenneth Grahame, The"
"['Martin Short', 'James Belushi', 'Annie Golden', 'Tim Curry', 'Alissa King']",9786305236580,Pebble And The Penguin
"['Marcus Pfister', 'North South Books']",9781558589513,Penguin Pete Notecard Pack
['Elizabeth Gaskell'],9780140861716,Mary Barton (penguin Audiobooks)
['John Steinbeck'],9780140860818,The Pearl (penguin Audiobooks)
"['Jacob Ludwig Carl Grimm', 'Jacob W. Grimm', 'Wilhelm Grimm']",9780613715881,Selected Tales (penguin Classics)
['Frans Lanting'],9783822858806,Penguin (Taschen address books)
['Nicole Cagle'],9781621371151,Santa's Secret Penguin Spy
['William Gaddis'],9780140187083,The Recognitions (penguin Classics)
['Mary L. Sprouse'],9780140465877,Taxable You (penguin Handbooks)
['Terence'],9780140443240,The Comedies (penguin Classics)
['Benjamin Spock'],9780140120356,Parenting (penguin Health Books)
['Maria Broida'],9780761435662,Guess Who Swims: Penguin
['Leon Battista Alberti'],9780140433319,On Painting (penguin Classics)
['David Hay'],9780140806304,Human Populations (penguin Education)
"['Mary Shelley', 'Richard Pasco']",9780143058137,Frankenstein (Penguin Classics Series)
['C S Forester'],9780141198071,Penguin Classic The Pursued
['Bernard Shaw'],9780140480030,Pygmalion (penguin Plays & Screenplays)
['Alfred Andersch'],9780140046212,Efraim's Book (king Penguin)
['Ruth Miller'],9780140465365,Equal Opportunities (penguin Handbooks)
['Arthur Miller'],9780140480955,"Broken Glass (plays, Penguin)"
"['August Strindberg', 'Peter Watts']",9781439513767,Three Plays (penguin Classics)
['Sakura Tsukuba'],9781401211318,Penguin Revolution: Vol 02
['Tracey West'],9780448452074,Star Reporter (club Penguin)
['Charles Dickens'],9780140435122,Nicholas Nickleby (penguin Classics)
['Marcus Pfister'],9781558582439,Penguin Pete And Pat
['Lenore Look'],9780375963322,Polka Dot Penguin Pottery
['Jonathan D. Spence'],9780736649438,Mao Zedong (penguin Lives)
"['Mary Shelley', 'Richard Pasco']",9781429587228,Frankenstein (Penguin Classics Series)
['Philip Kerr'],9780140157338,Penguin Book Of Lies
['John Milne'],9780140097047,"Dead Birds (crime, Penguin)"
['William Shakespeare'],9780141013893,Winters Tale (penguin Shakespeare)
['Glieca Sostaric'],9781432756765,Petros Xavier Bartholomew Penguin
['Kurt Vonnegut'],9780140285604,Cat's Cradle (essential Penguin)
"['Hurwitt, Malcolm.']",9780140467826,Civil Liberty (penguin Handbooks)
['Catullus'],9780140449815,The Poems (penguin Classics)
['Sir Walter Scott'],9780140436570,Guy Mannering (penguin Classics)
['Helen Lester'],9780333583340,Tacky The Penguin (picturemac)
['Ashley Spires'],9781897476048,Penguin And The Cupcake
['Robert Bothwell'],9780143050322,Penguin History of Canada
['J. Sheridan Le Fanu'],9780140437461,Uncle Silas (penguin Classics)
['Nicholas Christopher'],9780140121162,"Desperate Characters (poets, Penguin)"
['Donald Attwater'],9780140511239,Penguin Dictionary of Saints
['Walter Scott'],9780140436525,The Antiquary (penguin Classics)
['Mary Jane Boland'],9780140258462,Penguin Auckland Good Weekend
"['Manser', 'Martin H.']",9780140511611,The Penguin wordmaster dictionary
['Nikolai Gogol'],9780140441130,Dead Souls (penguin Classics)
['Ted Berrigan'],9780140586992,"Selected Poems (poets, Penguin)"
['Thomas Hardy'],9781854714169,Penguin Authors: Thomas Hardy
['Robert Louis Stevenson'],9780140621068,Kidnapped (penguin Popular Classics)
"['Nove, Alec (comp.)']",9780140806229,Socialist Economics (penguin Education)
['S. Lazourenko'],9780764152658,Baron's Book Babies: Penguin
['Makarand Paranjape'],9780140278408,Penguin Sri Aurobindo Reader
['Elizabeth Gaskell'],9780140437416,Gothic Tales (penguin Classics)
['Ann Radcliffe'],9780140437546,The Italian (penguin Classics)
['Dibdin M'],9780571206773,Blood Rain * Penguin Italy *
['Alfred Corn'],9780140586909,"Autobiographies: Poems (poets, Penguin)"
['Stendhal'],9780140445251,Lucien Leuwen (penguin Classics)
['Richard Joseph Buxton'],9780140802375,Local Government (penguin Education)
['Unknown'],9780140512632,The Penguin English Dictionary
['Virginia Woolf'],9780141802077,Orlando (penguin Modern Classics)
['Samuel Taylor Coleridge'],9780140424294,Selected Poems (penguin Classics)
['Charlotte Bronte'],9780241198964,Villette (penguin Clothbound Classics)
['Louis Auchincloss'],9780736649452,Woodrow Wilson (Penguin Lives)
['Joseph Hansen'],9780140067828,Backtrack (penguin Crime Fiction)
['Josie Montano'],9780734407887,Little Penguin The Great!
['Judith Burnley (editor)'],9780140031676,Penguin Modern Stories 5
['Jane Smiley'],9780670030774,Charles Dickens (penguin Lives)
['Francoise Sagan'],9780140278781,Bonjour Tristesse (essential Penguin)
['Stephen Brook'],9780140260731,Opera: A Penguin Anthology
['Virginia Woolf'],9780140282542,Mrs Dalloway (essential Penguin)
['Penguin'],9780140511857,New Penguin English Dictionary
['Ovid'],9780140440584,Metamorphoses (penguin Classics Ed.)
['John Donne'],9780141191577,Collected Poetry (penguin Classics)
['Kirk A. Hackenberg'],9781412012928,Paddles the Flying Penguin
"['Bonners', 'Susan']",9780385280228,A Penguin Year Lib
['Vladimir Nabokov'],9780141196916,Mary (penguin Great Loves)
['Paul Smith'],9780140121469,The Countrywoman (king Penguin)
['Helen Castor'],9780141989945,Elizabeth I (penguin Monarchs)
"['Miguel De Cervantes Saavedra', 'John Rutherford', 'Roberto Gonzalez Echevarria']",9780140448047,Don Quixote (penguin Classics)
['Anthony Trollope'],9780140433265,Doctor Thorne (penguin Classics)
['Tobias Smollett'],9780140433326,Roderick Random (penguin Classics)
['Ursula Bourne'],9780140461855,Portuguese Cookery (penguin Handbooks)
['Jane Austen'],9780141192475,Emma (penguin Clothbound Classics)
['Charlotte Bronte'],9780140620771,Villette (Penguin Popular Classics)
['Prichard Walter Eaton'],9781428095786,Penguin Persons And Peppermints
['Howard Hughes'],9780141391984,Hangsaman (penguin Modern Classics)
['Vernor Vinge'],9780241975589,True Names (penguin Worlds)
['Robert Newill'],9780140462104,Infertile Marriage (penguin Handbooks)
['Jonathan Swift'],9780140422610,Complete Poems (penguin Classics)
['Molly Keane'],9780140144918,Queen Lear (king Penguin)
['William Shakespeare'],9780140816495,Penguin Readers Level 3
['Virgil'],9780140446272,Virgil's Aeneid (penguin Classics)
['Anonymous'],9780140449419,The Dhammapada (penguin Classics)
['Julie Murray'],9781532100055,Penguin Chicks (baby Animals)
['Jane Austen'],9781439515839,Mansfield Park (penguin Classics)
['Vladimir Nabokov'],9780141184548,Despair (Penguin Modern Classics)
['Rebecca Janni'],9780448489483,Spin (penguin Core Concepts)
['Anita Desai'],9780140131765,Baumgartner's Bombay (king Penguin)
['Jocelyn Brooke'],9780140055450,Orchid Trilogy (king Penguin)
['Plato'],9780140442229,The Laws (penguin Classics)
['Carlo Goldoni'],9780140442045,Four Comedies (penguin Classics)
['Lester Faigley'],9780536746122,The Brief Penguin Handbook
['A. S. Byatt'],9780140087031,Still Life (King Penguin)
['James F. Marks'],9780140466430,Barbecues (a Penguin Handbook)
['Jean-jacques Rousseau'],9780140440331,The Confessions (penguin Classics)
['Jorge Luis Borges'],9780143105725,On Writing (penguin Classics)
['John Dos Passos'],9780141180274,Three Soldiers (penguin Classics)
['Joseph Conrad'],9780140620986,Victory (penguin Popular Classics)
['Annie Opray'],9780143000594,Solid Start (penguin Original)
['Irini Spanidou'],9780140103601,God's Snake (king Penguin)
"['Nikos Stangos', 'Jill Norman']",9780140099430,Penguin Greek Phrase Book
['William Shakespeare'],9780140620580,Hamlet (penguin Popular Classics)
['Kathryn Lamb'],9781853409189,Penguin Problems (eco-worriers)
['Marcus Pfister'],9781558582446,Penguin Pete's New Friends
['Claude Levi-strauss'],9780143106258,Tristes Tropiques (penguin Classics)
['James Wilcox'],9780140073324,Modern Baptists (king Penguin)
['Willa Cather'],9780140390704,O Pioneers! (penguin Classics)
['M. Thain'],9780613649933,Penguin Dictionary Of Biology
['Robert Sheckley And Robert Conquest'],9780140039825,Omnibus (penguin Science Fiction)
['Anonymous'],9780140447699,Njal's Saga (penguin Classics)
['Martin Amis'],9780141182391,Money (penguin Modern Classics)
['Penguin Classics'],9780241343234,Penguin Modern Box Set
['Nicolas Freeling'],9780140048988,Gadget (penguin Crime Fiction)
['Jeanette Winterson'],9780140108316,The Passion (penguin Fiction)
['E O Parrott'],9780140076707,Penguin Book Of Limericks
['Gilbert Imlay'],9780140436723,The Emigrants (penguin Classics)
['William Wordsworth'],9780140423754,Selected Poems (penguin Classics)
['Sakura Tsukuba'],9781401217044,Penguin Revolution: Vol 05
['William Blake'],9780140865721,Selected Poems (penguin Classics)
['Anonymous'],9780140445589,The Koran (penguin Classics)
['Sabrina Crewe'],9780817262402,The Penguin (life Cycles)
"['Megan Mcdonald', 'Katherine Tillotson']",9780689844157,Penguin And Little Blue
"['Fleming', 'John']",9781125861769,Penguin Dictionary Of Architecture
['Marcus Pfister'],9780439322911,Penguin Pete and Pat
['Anonymous'],9780140446814,The Mahabharata (penguin Classics)
['Isaac Bashevis Singer'],9780141197630,Shosha (penguin Modern Classics)
['Edana Eckart'],9780516251653,Macaroni Penguin (welcome Books)
"['Look', 'Lenore']",9780375863325,Polka Dot Penguin Pottery
['William Makepeace Thackeray'],9780140860528,Vanity Fair (Penguin Classics)
['Aron Appelfeld'],9780141188201,Badenheim 1939 (penguin Classics)
['F. D. Abraham'],9781420802900,The Yellow-Bellied Penguin
['Marcus Pfister'],9780606088435,Penguin Pete's New Friends
['Pierre De Ronsard'],9780140424249,Selected Poems (penguin Classics)
['George Eliot'],9780141196893,Middlemarch (penguin Clothbound Classics)
['Arthur Miller'],9780140481945,The Price (penguin Plays)
['Henry James'],9780140390827,The American (penguin Classics)
['No Name'],9781854710758,The Penguin Spelling Dictionary
"[""Frank O'connor""]",9780146000386,The Genius (penguin 60s)
['Charles Wood'],9780140482157,Tumbledown (penguin Plays & Screenplays)
['John Lambert (translator) Emmanuel CarrÃ¨re (author)'],9781846148217,Limonov (penguin Modern Classics)
['Dambudzo Marechera'],9780143026204,Black Sunlight (penguin Classics)
['Lewis Carroll'],9781854714763,Penguin Authors: Lewis Carroll
"[""D'Adamo"", 'Peter J.', 'Heavin', 'Gary', 'Porter', 'Jessica']",9780399199127,Healthy Penguin Promotion Prepack
['Bonnie Bader'],9780448487137,Hummingbirds (penguin Core Concepts)
['Michael Mcclure'],9780140587098,"Three Poems (poets, Penguin)"
['M. I. Finley'],9780140134421,Ancient History (penguin History)
['Tony Harrison'],9780140071580,Selected Poems (King Penguin)
"['Muss, Angela.']",9781610674270,Little Red Penguin Words
['Vladimir Nabokov'],9780141184548,Despair (penguin Modern Classics)
['Robert Hunter'],9780140587777,"Glass Lunch (poets, Penguin)"
"['Gardner', 'Albert Ten']",9781199388971,Penguin Modern Poets 6
['Ari Kiev'],9780140805918,Transcultural Psychiatry (penguin Education)
['Jorge Luis Borges'],9780143039259,Brodie's Report (penguin Classics)
['Ralph Waldo Emerson'],9780140390131,Selected Essays (penguin Classics)
"['Heather Dyer', 'Mireille LeVert']",9781553377672,Tina and the Penguin
['Leopoldo Alas'],9780140443462,La Regenta (penguin Classics)
['Dick Francis'],9780140862225,For Kicks (penguin Audiobooks)
